timestamp_utc,site_id,zone_id,cycle_id,dataset_role,sample_interval_minutes,zone_area_m2,theta_10cm_m3_m3,theta_25cm_m3_m3,irrigation_command_mm,irrigation_delivered_mm,flow_l_min,cumulative_water_l,air_temperature_c,relative_humidity_pct,solar_radiation_w_m2,reference_theta_10cm_m3_m3,reference_theta_25cm_m3_m3,root_depth_m,crop_stage,sensor_status,notes
2026-05-01T00:00:00Z,SYNTHETIC_TWO_LAYER_SITE,ZONE_01,B01,identification,15,10.0,0.1902913541908399,0.20537435232405474,0.0,0.0,0.0,0.0,20.1,69.39810053461622,0.0,0.19,0.205,0.3,synthetic_vegetative,ok,independent_synthetic_two_layer_bridge_only
2026-05-01T00:15:00Z,SYNTHETIC_TWO_LAYER_SITE,ZONE_01,B01,identification,15,10.0,0.19057507008680968,0.2046495548115205,0.0,0.0,0.0,0.0,20.1,68.34177443119889,0.0,,,0.3,synthetic_vegetative,ok,independent_synthetic_two_layer_bridge_only
2026-05-01T00:30:00Z,SYNTHETIC_TWO_LAYER_SITE,ZONE_01,B01,identification,15,10.0,0.1989113011617519,0.20396320411249633,1.0,0.8592267821078476,0.5728178547385651,8.592267821078476,20.1,67.2899716783265,0.0,,,0.3,synthetic_vegetative,ok,independent_synthetic_two_layer_bridge_only
2026-05-01T00:45:00Z,SYNTHETIC_TWO_LAYER_SITE,ZONE_01,B01,identification,15,10.0,0.20480399410844682,0.20356347155321766,1.0,0.8669965402320517,0.5779976934880345,17.262233223398994,20.1,66.24719625686258,0.0,,,0.3,synthetic_vegetative,ok,independent_synthetic_two_layer_bridge_only
2026-05-01T01:00:00Z,SYNTHETIC_TWO_LAYER_SITE,ZONE_01,B01,identification,15,10.0,0.21118082280310643,0.2057707061480477,1.0,0.8633342606337377,0.5755561737558251,25.895575829736373,20.1,65.21791349125164,0.0,,,0.3,synthetic_vegetative,ok,independent_synthetic_two_layer_bridge_only
2026-05-01T01:15:00Z,SYNTHETIC_TWO_LAYER_SITE,ZONE_01,B01,identification,15,10.0,0.2175010437190999,0.20618563556369507,1.0,0.8631898120023038,0.5754598746682026,34.52747394975941,20.1,64.20653092831436,0.0,,,0.3,synthetic_vegetative,ok,independent_synthetic_two_layer_bridge_only
2026-05-01T01:30:00Z,SYNTHETIC_TWO_LAYER_SITE,ZONE_01,B01,identification,15,10.0,0.22305442486122562,0.20588304901590612,1.0,0.8683428080257473,0.5788952053504982,43.21090203001688,20.1,63.217379463455536,0.0,,,0.3,synthetic_vegetative,ok,independent_synthetic_two_layer_bridge_only
2026-05-01T01:45:00Z,SYNTHETIC_TWO_LAYER_SITE,ZONE_01,B01,identification,15,10.0,0.22857582152137804,0.2078621183158439,1.0,0.8586295404286433,0.5724196936190954,51.797197434303314,20.1,62.25469479510498,0.0,,,0.3,synthetic_vegetative,ok,independent_synthetic_two_layer_bridge_only
2026-05-01T02:00:00Z,SYNTHETIC_TWO_LAYER_SITE,ZONE_01,B01,identification,15,10.0,0.23426587705348323,0.20869536407290107,1.0,0.8682893473811439,0.5788595649207626,60.480090908114754,20.1,61.32259928680662,0.0,,,0.3,synthetic_vegetative,ok,independent_synthetic_two_layer_bridge_only
2026-05-01T02:15:00Z,SYNTHETIC_TWO_LAYER_SITE,ZONE_01,B01,identification,15,10.0,0.23877046227925594,0.20982258173949167,1.0,0.8602126595122817,0.5734751063415211,69.08221750323757,20.1,60.425084314624876,0.0,,,0.3,synthetic_vegetative,ok,independent_synthetic_two_layer_bridge_only
